id1,id2,sim,text1,text2
1059102,1041166,0.3321819,"Veikka nuorena sotaan meni,",Kaukaa Kangasalta
1059526,1058434,0.19658928,Tuli mua haukkumaan.,Että mä pääsin naimaan
662167,992971,0.6071768,10 Mie sen annon kalamiehelle.,"Minä kakkaran kalamiehille,"
982903,982726,0.8547875,"väsy vähä västäräkki,","Väsyv_väsyv_västäräkki,"
1124723,1058627,0.18569535,"Riihimiäs mulle jyvät anto,","Kokko sai mun koprihinsa,"
1002886,982894,0.8762495,Väsy västäräkkiseni!,"Väsy väsy västäräkki,"
1348218,816485,1.0000001,"Nuku, nuku, nurmilintu,","Nuku, nuku, nurmilintu,"
1058472,500902,0.27586207,"Ken katteen katsonoo,",Yli meren mennäkseni
636568,1319038,0.82368785,"silmä vert[a] vuot[akoot],","silmät vettä vuotakoot,"
714054,1046555,0.09863939,"Väsy, väsy västäräkki!","Tie pellolle pesäs',"
15753,959621,0.4599331,"siat sotkusi taikinaa,",Sini siinä seisottihi
698936,559238,0.5395638,"Teän on suuren huolen kanssa,","Meren puolen kymmenettä,"
556109,982726,0.094164714,"väsy vähä västäräkki,","75 La mie laulan tähän taloon,"
960003,959548,0.7937253,"kotkalint mul siippes anno,","Kokkolint mnuul siippes anno,"
959360,1299241,0.43701422,"kotka minulle koivet anto,","5 kalamies mul' kaloi antoi,"
982807,1368208,0.92547625,"Nuku, nuku, nurme lintu,","Nuku, nuku nurmilintu"
1002918,982799,0.9999999,"Väsy, väsy västäräkki,",Väsy väsy västäräkki.
1366423,476711,0.3471825,"5 Miten musta, pikkarainen?",10 Pääskynen pään alaisen. 
827873,382293,0.4850713,"Kuin mänin kylän kaulle,","Silmin kieroin keksinöö,"
157290,804115,0.31139955,"Vanaha vuatteen teossa,","Virren laulo, latvan taitto,"
1002894,655847,0.09672388,"Väsy, väsy, västäräkki,","Tie pellolle pesäsi,"
822516,1124377,0.24999999,"Tie minut taloon saatti,","minä metsähän menin,"
1089580,1089682,0.36262038,Kukko mulle siivet anto,"Seppä mulle puukoon takoo,"
418421,477984,0.30860668,"Kajahtaisi kartanohen,",20 Kahdeksan kaupunkin sivuitse.
959252,992745,0.8299411,kotka mulle siipens antoi,kotkanlintu mulle siipes antoi
1108397,1040843,0.15430334,"15 Kolmas sovitteli solkiansa,","Pukki puski mun aidan päälle,"
656077,1046580,0.9405398,"Tee pesäs pellolle,","Tee pellolle pesäsi,"
646139,828693,0.31052953,"Luonunna#3 verisin luomin,","Kaisa kaulukset laitteluo,"
1141509,1366766,0.08084522,Västäräkki vääräsääri,"Ja minun käsialaani,"
932720,1366620,0.08489527,"Väsy, väsy, västäräkki,",tie minut külǟn vei.
819494,789763,0.3928371,"toinen kanna kam̄arista,",10 Aita kaatu kallialle;#1
1124675,374812,0.5128776,"5 Minä jyvät kukkoselle,",Minä jyvät possan suuhun;
480267,821871,0.2264554,Lepän lehen lehkeys!,5 Miten onneton omena
1374215,1089691,0.40893042,"Minä lennin lepikkoon,",Siitä sain minäkin. 
959897,1087790,0.08219949,"Väsy väsy, västäräkki,","häri̯äp_pöüräm_pǟs̄ pöüle,"
1089775,1059055,0.62105906,"Suutari mulle mustat kengät,",Minä mustat kengät papillen;
992695,1059626,0.3344968,"15 Koira mulle oravan haukku,","Possu mulle liikkiös anto,"
160184,1089314,0.69102323,Aita kaatui kahden puolen;,"Kahen puolen kalhustani,"
1202968,1195632,0.60753053,Leipopa mulle kakkaraisen.,"Tieppä minulle kakkarainen,"
1348331,1046538,0.62196624,"Väsy, väsy, västäräinen.","Väsy nyt, kun mie väsytän!"
593513,959334,0.09944902,Loero loero lokkolakki,"Tuost' viirin vitsikkoon,"
1108275,1004239,0.63900965,"Minä pääsin aijalle,","Minä hyppäsin airan#1 yli,"
1287757,656055,0.64109063,"Väsy, väsy, västäräkki,",väsy pois ku mie väsytän!
731253,732170,0.8743857,"ei ole partasuun urohon,","Ei urohon partasuuni,"
593532,593445,0.8077808,"Minä vierin vitsikkohon,","Mie vaan vierin vitsikkoon,"
1125375,379031,0.186339,"Musta tyttö ruhverikko,","Josta löysin lesken leipomasta,"
1268477,160287,0.30194056,"Liukkahan lylyn livukši,#10","Kun olin ison kotona,"
655934,366604,0.35465422,"Nouskaa laiskat laulamaan,","Kaalimaalle#1 kartanosi,"
121249,959808,0.1611646,10 siäl mnää vast ihme näi:,"Sivultaan on siikasia,#1"
662208,1124215,0.83053976,"Minä kakun kalamiehille,","Minä kakkaran kalamiehelle,"
1288156,1348210,0.8455201,"Nuku, nuku, nurmen nukka,","Nuku, nuku, nurmilintu,"
968723,160354,0.3442652,"30 Mistä mieheńi tulovat,","minä kakun kalamiehell,"
509802,602469,0.5388159,"5 Toine vettä, toine verta!","Vet se virttä veeretteli,"
497172,1298536,0.76138705,5 Seitsem[än] sisare lasta;,"5 Seitsemän settäin lasta,"
1374886,593429,0.19802952,"Possu anto miull' puol' kylkijääsen,","Koira minul oravan haukkus,"
485704,1348189,1.0000002,"Nuku nurmelle hyvälle,","10 Nuku nurmelle hyvälle,"
731671,17912,0.08891084,Peruvohko#63 lausuvoh;#52,"65 suin lumeh, päin vitih,"
672094,960017,0.2222771,Minä menin metsään;,"5 Tuonne helvetin tuleen,"
1058497,1125379,0.34641019,"Minä kakun kalamlehille,","15 Possu minulle oravia kanno,"
1353826,1124467,0.77184504,Minä kakun kalamiehille.,"mie vien kakkaran kalamiehille,"
661999,662942,0.7888106,"Sauva vei tielle,","Sauva minut tielle vei,"
731204,1374715,0.4234049,"10 Suutari mulle kengät,","Suguheni suuri miesi."""
1089864,602671,0.42966887,"Ken katteen katsonnoo,",Sauvvan annoon akallen;
992426,1377850,0.30905753,"Kars kateen nenää,","pussit takan nalkkasivat,"
1398159,816461,0.09158437,"Väsy, väsy, västäräkki,",5 kaapunki kapussan päistä!
1087041,1299026,0.17782168,"Emäntäine, armahaine,","Minä lennin lepisthön,"
982868,982753,0.8918918,väsyv väsyv västäräkki.,"väsy, väsy, västäräkki,"
656025,1287903,0.8954431,"Kalliolle kartanoisi,","Kallijollen kartanoisi,"
633863,1353787,0.9797959,"sinisoapas saksalaine,",Sinisoapas Saksalainen#1
1124890,1288171,0.07543143,"Väsy, väsy, västäräkki,","josta kasvo sūri härkä,"
1124468,1124968,0.41957325,"15 Lepikkopa mulle sauvan antoi,",Kalamiehetpä mulle kaloja anto.
479852,731212,0.59511906,Langonvirttä laulamahe!,"Lassa vielä virren laulan,"
959293,1319089,0.2577749,Ei mittiä uo miu elläimihhei tekemistä.,riihe äi mul jyvi annoi
293562,1041097,0.4721338,Joki sen kylän alitte juoksee.,"Yheksän meren ylitse,"
1124073,714066,0.068041384,"Väsy, väsy, västäräkk',","Millä minä ripistelin, räpistelin"
376046,1299004,0.27602622,"Kahen meren kainaloitse,","5 Kuin tulin isän i'älle,"
1299255,939034,0.31180477,"Lentes aitan portaal',","lepikkö minulle tien anto,"
671844,558793,0.17888544,"Rekivirttä reisaelen,","Puolen vuota puremalla,"
992575,992697,0.8214286,"Koira minulle oravan anto,","Koira minulle oravan haukku,"
1089420,661861,0.51298916,"Minä kyleŋ_koiralle,","15 Minä liinan köyhillen,"
788873,1288115,0.3771236,Vaivu muale valkialle!,"20 Aldoloilla ylendele!"""
1089699,1058662,0.51120776,Riihimies mulle jyviä anto;,"Kalamies mulle kaloja antoo,"
480155,1108317,0.18208927,"Isäntä hirnuu hinkalolla,",Läksin portista poloinen.
822166,1058789,0.18633899,"Siat sotki taikinoita,","Tappo isän, tappo emon."
828328,827903,0.8206651,"Olkoon silmät onnen renkaat,",Olkohon silmä onnen rengas.
207891,489387,0.34425765,5 Varsin toinen vanhempain!,"65 Oli heiät enämpie etsimättömäksi varoin,"
1017446,157629,0.121566124,Penu julki julkottelut[!]:,- Per'seinä peuran luista
1319342,1141605,0.2085144,10 Olkoot taivaan tähtinä;,"Noki noitain sieramiin,"
822479,1243070,0.26923078,"10 Puhtahalla puolellain,","Kalamiehet mulle kaloja,"
1090036,662543,0.50251895,"20 Minä kalat riih'miehile,","Minä aidalle kamahdin,"
602621,828709,0.9258201,"Kateen koan eteen,",Katteen koan etteen!
1287986,1366721,0.9405398,"Tie pesäs pellolle,","Tie pellolle pesäsi,"
1298645,662284,0.5138701,"15 Minä pääsin lehtoon,",5 mie siit pääsin päistärille;
1041043,646158,0.7412494,Neljä nuorta neitokaista:,20 Neljä nuarta neitsykäistä.
662759,72545,0.29508442,"Siin' on suuri kolmas surma,","25 Minä oravan kokollen,"
1089647,662821,0.72443205,"Siell' ol' emännät leipomassa,","10 Siellä löysin emännän leipomassa,"
1374754,662490,0.72586614,"Emäntä mulle kakkaran anto,","Lepakko mulle kalan anto,"
1058543,120741,0.8001321,"Minä leivän kalamiehille,","20 Minä kakon kalamiehille,"
1298587,388131,0.14638501,Arvaeli armioksi.,"5 Mie k[oaakun] kalamiehell,"
633796,265743,0.9200002,"Päistärät tulelle syttyit,","päistäret tulelle syttyit,"
1348332,1348356,1.0000001,"Nuku, nuku, nurmilintu,","Nuku, nuku, nurmilintu,"
828180,560136,0.6123724,Yhen kullan kuoliasta!,"Ken kujasta kuunelloon,"
559217,418339,0.1914599,Kuka ois laulu laatuisampi?,"Eäni kauan kaljakoipi,"
1313769,476757,0.2535463,"Viskant ois tulen jälestä,","Kylän maan kyntäjää,"
1366827,731198,0.18569534,"Turjuksellabo, lurjuksella,","5 Kiven juureen kirkkosesi,"
509705,959750,0.2631174,"vasikat kanno vettä,","Kylä täb kurget kukkuva,#1"
959890,488343,0.44543537,Mil lennän yl meroisen,"üli merem_men̄äkseni,"
1298423,500889,0.17766728,20 Irvisuun ikeniist.,"Tappoi isoni, tappoi emoni,"
1124082,662871,0.7715167,15 Tyttäret taputtelemassa.,"Tyttäret taputtamasta,"
1374677,1348308,0.47140452,kankahalle kotisi!,"Kaakun annoin kaltille,"
1002874,789485,0.3217447,"Millen aioi⌈n⌉, kullen aioin,",koivun juurelle kotosi#1.
982718,418345,0.5025189,"Tanneran talon velliin,","tallin ikkunalle taloses,"
1041055,15742,0.54133195,"20 Omat on saamani sanani,",jalaat saksan saappahisa#6.
731902,656003,0.09925833,"väsüv_väsüv_västäräkki,","""Lasivuta, perävytä,"
1363627,476745,0.42339024,Kuta tehnen kurja raukka?,Mikäs tualta kaukaa näkyy?
1119053,1119046,0.99999994,"Kalliolle kartanosi,",Kal[l]iolle kartanosi!
982847,788782,0.31180477,5 Tammen keski tanterille.,Kalliolle kartanosi
219509,1040802,0.362977,"20 Sisarellen sinisen lampaan,","Ohtoseni, lintuseni,"
992843,980920,0.6207522,kotka hälle siipensä antoi.,kotkalintu mulle siipees anto
311453,1040804,0.54285717,Joka kuukaus karittan kantaa.,"Karkasin kanervikkoo,"
125624,1041157,0.43346074,"joka nuorena sotaan vietiin,","Siitä suosta sotkettih,"
787783,636577,0.5098499,"1. Ken katteen katsokoo,",15 oluen katku kartanolla.
1059540,662039,0.99999994,Tie minun kylään vei.,Tie minun kylään vei.
1089374,828348,0.25048974,"Kust' ei pääse kun̄a päänä,","Akka se mullen kakun leipoo,"
1046681,1348305,0.79069555,"Nuku, nuku, nurmilintu,","Nuku, nuku, nukeriainen"
958765,1058633,0.6708204,"Minä oravan kotkalinnulle annon,",Minä liikjön koerall anno
816492,822452,0.11757927,Ijäks päiväks piilemähän.,Verevämmät viärettele.[!]
1108413,1089623,0.5948119,Minä paidan lukkarille;,"Minä oravan papille,"
716416,663148,0.637022,"Minä kinkun koiralle,","30 Mie kylen koiralle,"
1124851,1089678,0.29801977,"Suutari mulle kengät neulo,","Siitä lähti kuuta kuusi tynnyriä,"
98057,602600,0.3405026,"Kiero silmin keksinnöö,","Kerin virteni kerällä,"
816542,816564,0.0949158,"Väsy, väsy, västäräkki!#1","tuki on tullut vieraalle,"
1124755,392949,0.6240377,55 La nuo lasta laittelovat.,"Lapsen lauluja lateli,"
1114960,958968,0.7484551,em mul kaunin kakun leipos,"45 Akka mulle kakun leipo,"
224788,731254,0.4629101,Villarinnan liiatengi.,"iлman linnut lenneldih,"
1374564,661885,0.8408411,Aita kaatu kahenpuolen.,"5 Aita se kaatui kahlen puolen,"
968701,959135,0.9649015,5 kalamies mul kaloi annoi,"5 Kalamies mull kaloi anno,"
959258,1089836,0.41833,"Siitä pääsin aidan päälle,",hevoset tekit pöydän päässä kenkkii
992764,593714,0.41633323,"Aita miun allain koatu,",10 Annon köpin Mustialan muorille.
1124929,593760,0.56124866,"Tappoi issoin, tappoi emmoin,","tappo isän̬, tappo äijin̬,"
982750,1366724,0.9883694,"d) Nuku, nuku, nurmilintu,",Nuku nuku nurmilintu
958710,1374251,0.8541985,"Kalamies antoi kaloi,",5 Kalamies mul kaloi annoi
500833,992766,0.34718254,Minä kakun kalamiähelle.,"Ken kattee katsonoo,"
1059411,1059518,0.8571428,20 Minä kakun kalamiehelle,Minä kakon kalamiähelle
1238754,982882,0.070099965,"Väsy, väsy västäräkki,","Jakut on jaloa miestä,"
1370857,1089976,0.19641854,"40 Lattia lampaan luista,",Kaikki tyyni kantamahaan
714062,1366471,0.7727273,5 Koivun oksalle kotosi!,"Koivu oksalle kottiis',"
380256,157622,0.33806172,"Kun on S[uome]n suitsirengas,","V[irren] kam[mitsa] k[atosi],"
1374211,1059615,0.6681531,"Minä pääsin päistärihin,","Minä hyppäsin aidan päälle,"
822084,822036,0.5184759,"Koivun lehen korkeuinen,","Lepän lehen levynnäisen,"
169942,97432,0.5028949,"Omat on šoamani šanani,","Niin#1 on suustani puhun,"
293530,663255,0.29268473,10 Tie vei minun talloin.,Sepoin koiju silmilleen;
556418,1313724,0.23533936,"Pois vääns Kirko Fäärtin,",Laittant ei lakin sissään.
662361,822206,0.66057825,Tie minun talohon vei.,Tie minut külǟn vei.
1059211,1288134,0.21320073,5 koivun oksalle kotisi.,"luokka paukku taivasalla,"
731240,1366697,0.07749843,"Väsy, väsy, västäräkki,",35 Virkkibö nuori Jougamoine
1241384,938960,0.17568208,Harja taivasta haatelee.,"10 Meill' on kaivo kartanolla,"
1366583,1366854,1.0000001,"Nuku, nuku, nurmilintu,","Nuku, nuku, nurmilintu,"
1058935,1059145,0.5184759,"tyttö mullen kakon vanutti,","Annan kakon kalamiehelle,"
1374499,661972,0.72140855,"Tapasin emännän leipomassa,","5 Näin minä ämmän leipomassa,"
1298559,1059551,0.8824976,"Koira minullen oravan haukku,","Koira miulle oravan haukkuu,"
264241,1059591,0.36469838,5 tie minun kylään vei.,Vieri velloin havvan päälle.
1058550,1241216,0.3535534,10 Sorioille sulhaisille.,"Kotka minulle siipensä antoi,"
392886,661957,0.27144834,10 Riihestä mulle jyviä.,"Viel on mullat muuttamatta,"
1287978,655907,0.90476185,"5 Kalliolle kartanois,",5 Kalliolle kartanosi!
593558,712451,0.1902606,"Viis', kuus' poikoa.","Aita kuatu kahen puolen,"
160387,1107845,0.06575959,"Väsy väsy, västäräkki;","Tämän kumman kulkieśśa,"
1041104,1374498,0.18725148,Hämeenlinnan härkätietä. ,Mikä sen kiven kihkaralla?
828558,671975,0.6396022,"Verta silmet vuotakon,","Silmät vertä vuotavuun,"
1348194,633763,0.8136761,"väsy pois, kui mie väsytän,","Väsy, laps, kun mie väsytän!"
1089745,1374541,0.70352656,"Menin minä mettäh,","Minä menin Köykkälhän,"
1114922,120744,0.18257417,Riihen puijat jyväsiä.,"Sieltä neitonen pirahti,"
1118993,1047067,0.8918918,Väsyv_väsyv_västäräkki!,"Väsy, väsy, västäräkki!"
982847,120682,0.60481477,*Mie kupsin kankah⌈a⌉lle:#1,Kalliolle kartanosi
821873,655851,0.5003702,Ja hangelle havumajasi!,Hallonhakkuaja halgosen.
819454,992398,0.43999997,minä ämmän lampaat kerein.,"Minä itkiin kotiin,"
523656,476644,0.22452512,"Niin tek varsi vanhempain,","Tappo issäin, tappo emmoin,"
958712,1299221,0.57179344,"Riihimies minulle jyviä anto,",Jyvämies mul jyvii annoi
1125310,822476,0.7200821,"Tyttäret taputtamassa,","10 Siellä tapasin tyttären taputtamasta,"
662675,1058829,0.41871786,"Minä poijes pyntättiin,","Minä pyysin kakkarata,"
1366726,1288244,0.7720488,"Tieppä pellollen pesäsi,","Tie pellolle pesäses,"
633867,1298938,0.53429675,"6 kummini tyt[ärtä],",Kuus on kuomain miun tytärtä#5.
1412076,1389249,0.20619653,"Vittu vihalla sanoin,",Kyll on miull nyt virtosii
1221887,160349,0.59292704,25 Hopiaist#34 on tietä myöt'en,Itse mä telkin tietä myöten.
592803,1125138,0.31219527,Kanto kaatui kahdeksanneksi.,"Mie kannoin#1 aijan päälle,"
1374628,662985,0.63048834,Aita kaatu' kah'ap_päin.,Aitta kaatu kallellee. 
556314,671836,0.1632993,"Haavoa halkaiseis,","Kuin ois siunattu sisolla,"
982699,1366583,1.0000001,"Nuku, nuku, nurmilintu,","Nuku, nuku nurmilintu,"
698820,959196,0.21926449,sia sotkusi taikina,15 Lapin maasta laukiast.
1125275,1299188,0.2309401,"Kalat minä riihimiehelle,","Mie menin kannon nokhan,"
1108364,205223,0.40059632,"Ennen saatuita s[anoja],","Aita kaatuu kahren puolen,"
401247,100203,0.3513642,"23 Peästä piiput pihtehistä,","Missä istut, maa murehtii."""
993190,958652,0.23836567,10 minä liikjön kotkal anno.,"20 Riihimiehet jyviä antoi,"
160209,329995,0.18731715,70 Erokannikka katetaa;,"Hopieista tietä myöte,"
1089939,1089561,0.7311262,Meinas vielä minunkin tappaa.,"Oli vielä minunki tappaa,"
1326396,663070,0.18898225,"Se härästä henken otti,","Kärppä kaivaa kiven rakoon,"
1313701,452139,0.6024144,"5 Tahi huolin, hotj mie tantsin,","10 Sai hovin huostahaan,"
1348216,493725,0.7756717,"5 Nuku nurmelle hyvä̀lle,","nuku nurmen lehyville,"
982652,1366534,0.9158438,"Väsy, vähä västäräkki!","Väsy, väsy västäräkki."
1124317,788727,0.1632993,"Hehnokset, heläjämähän,",Kahdeksaksi kannonpääksi.
661992,655943,0.0717496,"Väsy, väsy, västäräkki,",Tappurat tulehen sytty.
671964,992666,0.5163978,Jälleen takasin tullakseni.,"15 Hien helvetin tulen,"
1004030,993171,0.9999999,"Venäläinen verikoira,",Venäläinen verikoira
1313918,732179,0.6172134,"100 vanhalla varapivolla,",Panna varsi vallam päälle
417706,1059516,0.46487907,"Isännän ilman istumasta,","15 Tytterän alustamasta,"
1374690,1003955,0.34262413,Kanan munan paksuinen,Hämeenlinnan härkätietä. 
661955,938857,0.19611613,ja harjalt selkkä hypätä.,Kalamiehet mulle kaloja.
1108405,958761,0.9819802,Minä kakun kalamiehell,"10 Minä kakun kalamiehelle,"
72471,566799,0.42268196,"35 Lietso, liekuteltumainen!""","80 Mieli kieltä pieksämäähe,"
960026,376140,0.45873174,"Huomen honkien tasalla,",15 ja tulin yhteen taloon.
663149,661842,0.72586614,25 Koira miulle oravan haukku.,Koira antaa minulle oravan.
1125403,662157,0.6672461,"Minä lehtoon lepusin,","Minä hyppäsin lepikkoon,"
1298625,1058498,0.5107538,"Minä oravat kotkan suuhun,","25 Minä jyvät posson suuhun,"
1125176,1298693,0.6692464,"kalamiehet miulle kalloi,",20 Kalamiehet kaloja annot.
822421,663247,0.32566947,Tapotj minulta isän ja tapotj minulta äitin.,"Sauva minut tielle suatto,"
1348357,982661,0.9999999,"Väsy, väsy västäräkki","väsy, väsy, västäräkki,"
662134,293539,0.72524065,Miä lensin löyhyttelin,Jolla lensin lepsuttelin
788850,97816,0.43915504,"Panemma ke₍än kätehen,","Min käkönen kukahtaa,"
596090,1124557,0.560794,"Minä kylen koiran suuhun,","Ennen mie kävisin pitkin kylän kattuu,"
1374353,1374401,0.59878504,"20 Riihimies antoi minulle rukiita,","Mies antoi mulle kalat,"
968754,1046567,0.11028219,"Väsy, väsy, västäräkki!","15 Siel mä vast ihme näin,"
655873,1366832,0.8571428,Kartanosi kalliolle!,"5 Kalliolle kartanois,"
1366848,180559,0.19611613,"Mie halot kiukoah,",Ja kalliolle kartanosi!
158000,932728,0.42426407,"20 Kalamies mulleŋ_kalan_antoi,",5 Otan koirani keralle.
1001495,1040997,0.4762897,"Niemen nimettömän nenälle,",Hirret neulasen nenässä.
476742,489392,0.25259072,"10 Ei tuo kuuksi kuollutkana,","Olin kauvan mie kyläs,"
1298628,968802,0.92916435,"Koira minulle oravan hauku,","Koira haukkui minulle oravan,"
1088076,1366591,1.0000001,"Nuku, nuku, nurmilintu,","Nuku nuku, nurmilintu,"
1086933,139618,0.17688955,"10 Sanat suussani sulaisi,","Murrilan musta koira hyppäs vasten rintojani,"
1058713,1058532,0.6888747,"Lensin minä lepistöhön,","Sitten lensin lepikköön,"
1090022,1374773,0.40201518,"10 Minä oravan sepälle,","Oviseinä orhin luista,"
1058685,1059520,0.53160954,"Minä kalat Hollon suuhun,","Minä kakun kalamiähel,"
1089375,663003,0.6303752,"25 Minä annoin kakkaran myllymiehelle,",Minä kakun kalamiähellen;
1125453,1125015,0.6164414,"25 Minä paijan vaivasille,",Vaivanen juotti minulle vasikan.
1130265,1124337,0.26382244,"Vaivaisetpa vasikan anto,","Vati, kuti, varpunen,"
959957,392955,0.43094584,"Kans ei suuri kasvattele,",kaikk kanelvajuurekkin kellase.
661829,1090004,0.4129483,Miniän silittelevän.,"Löysin emännän leipomasta,"
1141601,662624,0.305505,Päistäret sytty' tuleen.,"Tuonne helvetin tulehen,"
1125379,593643,0.67900467,"Mie koaakun kalamiehelle,","Minä kakun kalamlehille,"
992612,784015,0.53160954,50 Leipä kaakun kainalohon.,Ämmä mulle kakun leipo.
993196,662302,0.75261796,"Kokko mulle siipiänsä,",Kokko mulle siipens' antoi
1195568,1298534,0.7423217,"Tappo issoi, t[appo] em̄oi,","Tappo isän, tappo äitin,"
1299237,958941,0.7292928,5 kalamies mul kaloi anno,"kalamies minulle kalat antoi,"
1366872,17912,0.08206099,Peruvohko#63 lausuvoh;#52,"Teeppä pellolle pesäsi,"
1366747,509742,0.5493503,"Tuli kallis kakra niitto,",Kamarisi kalliolle!
601105,992860,0.50031924,"vanhukaisen vastaamasta,",Kaunokkaisen Karjalasta.
1124764,789400,0.36980015,"Omenalla kulta pyörö,","5 Aita koatu kahen puolen,"
1319081,1319361,0.09759,"10 Räntänä räiväitköhöt,","Vettä silmät vuotamua,"
1125329,661947,0.8104432,35 Tiaset tina-hiloissa.,"Naiset tinasiloissa,"
662745,1374568,0.8688103,"Löysin emännän leipomas,","Siellä löysin emännän leipomasta,"
1195321,816453,0.9999999,"Väsy, väsy, västäräkki.","Väsy, väsy, västäräkki!"
1040904,477974,0.23570225,Tupases tupsuttel.,Saari sen meren tutkaimilla.
1298559,376132,0.16703829,"Vuoe ol suurista sulista,","Koira miulle oravan haukkuu,"
716401,662197,0.44035238,"Minä piäsin päistärikölle,",15 Päistärikkö sytty tulelle.
789616,72387,0.43825042,"Rupeisinko laulamaahe,","5 Minä laulan laiha poika,"
716496,662634,0.62994087,"Siell'_ol' emännät leipomassa,","Sieltä löysin emännän leipomasta,"
662594,662999,0.8572508,Koivun leh'en kokoinen!,"Koivu(n) lehen korkunainen,"
1125222,1090069,1.0000002,"Yli meren mennäkseni,","25 Yli meren mennäkseni,"
1125150,557433,0.16495723,Puolikymmentä puhetta!,"Riihimiehet mulle jyviä antoi,"
1089551,1374757,0.7248825,"10 Harjakset minä suutarille,",Veitsen minä suutarille.
928340,559242,0.19245009,"Kuin ois kirstu kirjavii,","posso mullen puolet külkiǟn,"
1412685,418404,0.32225165,"Tahtoi tappaa miuista,",talon muorin muotoisest.
663183,1124059,1.0,"(Tappo isän, tappo äitin,","Tappo isän, tappo äitin,"
1119016,1118823,0.9999999,"Väsy, väsy, västäräkki!","Väsy, väsy, västäräkki!"
384479,478311,0.54355735,"Ei vello sanoiksi joua,",Ei nuo saakelit sanoisi
1125359,1002881,0.06855911,"Väsy väsy västäräkki,",Venäläinen verikoira
662631,1003897,0.9071146,"10 Lehto mulle sauvan anto,","Lehto mulle sauv̄at anto',"
959562,959089,0.83333343,piika tuhnisi tunkiolla.,"piika tuhniva tunkiol,"
731108,816485,0.17407766,"Nuku, nuku, nurmilintu,","""Kummin miekka om pitēmpi,"
1089960,1124221,0.8740283,"25 Koirunen mulle#2 oravan haukku,","Koira mulle oravan haukku,"
1089497,1108289,0.862248,"Minä hyppäsin airalle,","Minä hyppäsin airan päällen,"
463467,661896,0.7096776,Kalamies mullen kaloja annto.,"15 Kalamies miulle kallaa,"
125600,179744,0.07504693,"Väsy, väsy, väistäräkky,",Vaan mistä on se suohon saanut?
97440,939154,0.24313225,"""Mitäs annat palkakseni,",Kahen kašvin kumppal'ina!
1260711,1366441,0.08585457,"Väsy, väsy, västäräkki!","Vaivu maalle valkialle,"
944546,1046579,0.9999999,"väsy, väsy, västäräkki.",Väsy väsy västäräkki.
993055,1124968,0.34262413,"15 Lepikkopa mulle sauvan antoi,",15 emäntä mulle kaakun teki
698811,816566,0.08787495,"Väsy, väsy, västäräkki;","Lyhy korva lyykyhälla,"
1348160,1087810,0.64109063,"Väsy väsy, västäräkki!","väsy pois, ku mie väsytän,"
1319411,828429,0.4529108,"Ken katein kahtonoon,","Katehen oven eteen,"
714127,656076,0.9999999,"Väsy, väsy, västäräkki,","Väsy, väsy, västäräkki,"
982917,490601,0.9999999,"Väsy, väsy, västäräkki,","Väsy väsy västäräkki,"
819473,1059110,0.7024393,"Sauva mun tielle vei,","5 Sauvva minun tielle suatto,"
861567,1017574,0.4364357,"10 Silmät verta vuotakoon,","Vanha akka, villi-kerta,"
