id1,id2,sim,text1,text2
1089847,992739,0.84515446,15 riihimies minulle jyviä pui.,"Riihimies mulle jyviä,"
1366802,476790,0.6236096,Katalal ei kartanoo!,Kartanosi kalliolle!
982807,1366755,1.0000001,"Nuku, nuku, nurmilintu,","Nuku, nuku nurmilintu"
600996,827924,0.36028835,"Sylki sammakon sanoista,",30 Makiaist maltasesta.
822143,418409,0.7698003,"Sauva minun tielle saattoi,","15 Sauvan miuni tielle suatto,"
827962,593396,0.44934577,"Kiven silmän suurukkaine,",Kuin ei kaikki kyllin söjs[i]
1125617,968743,0.61910343,"kalamies mul kaloi annoi,",Kalamiehet mulle kaloja.
671819,1366415,0.08489527,"Väsy, väsy, västäräkki,","Näkimese näppäjä,"
1366614,1348280,0.09672388,"väsy, väsy, västäräkki,","Tie pellolle pesäsi,"
1299167,1374244,0.54886043,Menin kepsuttelin. ,Joilla mie lensin lepsuttelin
789559,789466,0.68473685,"Sano, löyvämmö kukkaron kujolda,","Vaan kukkaro kului,"
787673,1353845,0.4096732,"Kuusi kummini tytärtä,","Otan mä virttä viisi, kuusi,"
992570,1124841,0.80332637,"Minä ne kalat riihimiehille,",Minä kalat riihimiähelle.
982680,1366735,0.9999999,"Väsy, väsy, västäräkki!","väsy, väsy västäräkki,"
210572,120133,0.1935484,Lammas miulla villasie;,"[Miepä pääsin] päistärille,"
556294,662832,0.25048974,"Kokko mulle suuret siivet,","Sain mie satkoilta satoja,"
1348085,816448,0.72595394,"Nuku, nuku, nurmilintu,","nuku poisi, nurmellintu,"
662499,1059627,0.7505683,"Minä oravan kaakkolinnulle,","Minä oravanj kokolle,"
982751,947929,0.8762495,Väsy västäräkkiseni,Väsy väsy västäräkki.
1348245,480148,0.5079722,Nukkumahan nurmen kukka.,"Nuku pois, ku mie nukutan,"
1124979,593368,0.618347,"Porsa miulle kylkiä,",Kassapa mulle kylkiluunsa;
207872,788726,0.3830162,"Lähemmä, langot, laulamahan,","Yhen maamman maal laitetut,"
714071,1366765,0.9999999,"Väsy, väsy, västäräkki!","Väsy, väsy, västäräkki,"
958731,968700,0.71269673,minä leivän kalamiehell.,minä kala jyvämiehel
180639,210584,0.6500001,20 [Tie minun] taloh[on] saatto:,55 Tie miun taloh vet'.
819506,1195567,0.58076316,Venäläinen verikoira,Vei viimen koko veneen.
646106,1124430,0.2267787,"15 Lepikkö mulle sauan anto,","Toinen sori sormikkaita,"
1241412,1004102,0.1511858,Kymmenehen kykkyrähän.,Jalas paasinen pamoja
1107789,1125333,0.68218637,Venäläinen verikoira,"Verikoira venkootellen,"
662962,157622,0.46534002,"Kun on S[uome]n suitsirengas,","Yheksän meren ylitse,"
656057,1119030,0.99999994,"Kalliolle kartanosi,","Kalliolle kartanosi,"
968769,1374262,0.6271816,"Kalamies anto kalan,",5 Kalaäj mul kaloi antta.
1319065,828075,0.92528933,"Pahan vallan valkiahan,",Pahan vaivan valk'[iahan].
822427,1089474,0.5617544,"Akka mullen kakun leipoi,","Laaji mulle kakkarainen,"
1366546,1087781,0.8807048,"Tee pellolle pesäsi,","Tie pellölle pesäsi,"
471969,1242868,0.4927637,10 Kuta mietin kuin sanelen?,"Mie kurja enemmän vierin,"
982655,947928,0.8563489,Nuku nurmilintuseni.,"Nuku, nuku nurmilintu,"
662175,1059237,0.7041869,"minä kyljet kokkolinnulle,","Minä koiven kokolle,"
789498,932797,0.31311214,Korsi katte silmä.,"Vesi maljane eteh,"
1366744,656007,0.82992756,"Nukun_nukun_nurmilintu,","Nuku, nuku, nurmilintu,"
992766,819469,0.43346074,"Aitta[!] kuatu kalliolle,#1",Minä kakun kalamiähelle.
1411516,139613,0.2502173,"5 Loavullista laulajoa,","Kyllä on versii minulla,"
593594,1374439,0.7144344,"Kalamies minulle kaloi anto,","Kalamiehet miul kalloi,"
959572,662602,0.51176625,"Minä kylen koiralle,",minä liikjön koira suuhun
476278,1046304,0.58025885,"5 Minä laulan lammen lummen,","Mitä laulan mie poloinen,"
661887,822292,0.9191449,"lehto mulle sauvan antoi,","Lehto mullen sauvan annto,"
179721,982655,1.0000001,"Nuku, nuku nurmilintu,","Nuku, nuku, nurmilintu,"
827955,1058703,0.3533572,"Olin minä muinen mustalainen,","Kuin ei kaikki kyllin soisi,"
1366434,982910,1.0000001,"Nuku nuku nurmilintu,","Nuku, nuku nurmilintu"
509803,97388,0.52223295,"Ei sampo sanoja puutu,","Aini sääteli sanoja,"
392900,1319155,0.08247861,"10 Hyyhmänä hyrähtäkööt,",La laulan huraala hullu!
731851,828225,0.3984095,"Tuonne helvetin tulen,","""Tuon tiijän syvintä sanuo:"
1125607,1089367,0.68273634,"Minä lennin metsään,","Minä menin ruumeniin,"
1326346,1313748,0.659912,On pien#15 pitäjän miesi,"Pitkän pilven päästä,"
1348303,396661,0.22941573,"Miun issoin, miun emmoin","Nuku, kun mie nukuttelen,"
788769,649573,0.2519763,Lähen läm̄en laulaiaxi.,"heimokset, heläjämähän!"
1059434,593808,0.21038958,"Koira miull oravan haukkui,",Sain minä itte mailon maalle.
1268485,1041124,0.15974462,"""Mitäs lupaat netsyseni,","Mie seisoin, seinä paisto,"
1089773,1041040,0.5144958,Mitä sen saaren tutkaimilla?,15 Minä vasaran suutarillen;
656022,816421,1.0000001,"Nuku, nuku, nurmilintu,","Nuku, nuku, nurmilintu,"
1089314,1353825,0.54554474,"koiran kielen pitukainen,",Aita kaatui kahden puolen;
959042,959573,0.8680789,"koira mulle oravi haukkui,",koira mulle oravan haukkus
1058789,1366855,0.067115605,"Väsy, väsy, västäräkki;","Siat sotki taikinoita,"
959232,120699,0.84327406,Koira hänelle#3 oravan haukku;,koira mulle oravan haukkui
958910,959669,0.73374087,"Kotkalintu mull siipes' laino,",ja kotka minul siippes laino
1226961,789612,0.5838741,"Läkkä, lanko, laulamaan,",Laatikkoa laittamahan.
477957,97220,0.2608746,25 Läpi se#1† tuohten tuomijoita.,"5 Tahi naia Talposelta,"
1374352,804637,0.22841609,"""Tuatois kois on kuolluh!""","Kaakun annoin miehelle,"
593599,1059133,0.87904924,"tappoi isän, tappoi äirin,","Tappoi issäin, tappoi emmoin,"
733155,982642,0.06575959,"Väsy, väsy västäräkki","120 ""Mitä itket, poikivoinen?"""
401149,1373294,0.35651213,"Aita kaatui kahden puolen,",Niill' oil kaakut katsottuna;
662245,993026,0.7744029,Kalat minä riih'-miehile vein.,"Minä kalat riihmiehelle,"
1041068,345002,0.13801312,10 Eikä meitä moru murra.,Mikä sen kirven lavalla?
1374677,1089718,0.55,Minä sauan akalle;,"Kaakun annoin kaltille,"
656024,1366679,0.79357547,"Tie pellolle pesäsesi,","Tieppä pellollen pesäsi,"
593361,970781,0.43212083,Mikä sen lastun keskellä?,"Mie ämmän kepille selkää,"
1298497,819498,0.16609095,"Seihtemeksi#3 seipähäksi,","Siipiänsä, sulkiansa"
1348141,982926,0.79357535,"Väsy väsy västräkki,","väsy poisi, västäräkki,"
1374286,1298454,0.62237585,35 Oman muorin moisiolle.,Tiinun annon muorille. 
417708,633811,0.6003335,"kalamiehet miulle kalloi,","Mie kakun kaulamieheen,"
507008,1046336,0.12837404,"Rikoit rikoiksi rumemmat,",Tappoi miulta suloisen sulhon. -
959795,1059098,0.3202563,"Pappi mulle pairan anto,","köpi mnä vanhal äijäl anno,"
97238,446058,0.5360563,"Assuin avvoille hyville,",Taitavammille runoille?
656051,733036,0.3034885,"Istuitschen ilokivelle,","Tieppä pellollen pesäsi,"
1299050,1287949,0.067115605,"väsy, väsy, västäräkki,","Tiepä minun talohon vei,"
655909,656060,0.86576813,"Nuku, nuku, Nurmi-Tuomas,","Nuku, nuku, nurmilintu,"
143422,788825,0.097823195,"Heimokset, heläjämäh.",Muum perehem murkinalla!
1288001,1366544,0.8455201,"Nuku, nuku, nurmilintu,","Nuku, nuku, nurmen nukka,"
1125027,1125120,0.6010408,"Kultanen kaivo kartanolla,",Kultakauha kannen päällä.
1004068,1003986,0.30463588,tuulin lasta turvakseni,"Oviseinä oravan luista,"
383042,1089412,0.379049,"Minä menin vainiollen,",Tuo ol vallan kymmenniekka
992690,1125053,0.45355737,Minä lattian lakasin.,Minä kakun kalamiähelle.
1124880,418333,0.2264554,"Raha muutti neion mielen,",25 Minä ne sialle.
1107621,827960,0.42121178,Taivahasta muahan asti,10 Lasna laivan haltiaksi.
663261,1299067,0.80439985,"Tieppä sie miulle kakkarainen,","Tie minulle kakkara,"
1124370,713112,0.2144225,"Läkkä langot laulamaan,",Toin saunan karsinaan.
1292594,1087810,0.9999999,"Väsy väsy, västäräkki!","Väsy, väsy västäräkki!"
477988,731234,0.34914857,"""Mi on syvintä sanoja,[!]",Mie se neuvoin ja opetin:
1319245,959451,0.31819806,Sias_siel taikena sotkusi,"Kottiis sie koira juokse,"
1373293,1125543,0.8573214,Mie pääsin aitan alle.,"Minä pääsin aidan alle,"
388106,1317571,0.18609683,"kivileäävän kimmilöihe,",Tuli herroille ajatus:
180537,698906,0.31118792,"5 Kanna mulle kantimia,","Mitä annat palkoistan'?"""
1002824,1374715,0.3704793,"10 Suutari mulle kengät,","Kalliolle kartanosi,"
822467,1298747,0.5151222,"minä kalat kokkoselle,","Minä aidalle kamahin,"
662789,1124996,0.71269673,Minä juoksin lepikkohon:,"Minä menin lepikkoon,"
992815,633811,0.40327954,"kalamiehet miulle kalloi,","Ämmät mulle kakun leipo,"
1004172,1087040,0.78621596,Aita kaatuu kahren pualen.,10 Aita kaatui kahenpuolen.
1107629,180614,0.3563483,"30 Kuusi kummikse lasta,","Kolmas kutoo kultavyätä,"
100192,821911,0.44543546,Sugulaine minule sukkoa.,"15 Sinne laulaja mänöö,"
970632,1040713,0.6717514,Meri siellä kaukana näkyy.,Niittu se siälä kaukana näkkyy.
1124202,662853,0.41996056,Havukka minulle siipesä anto.,"Minä aijalle kamusin,"
72545,1125591,0.32796803,Lehmältä sain kakon.,"Siin' on suuri kolmas surma,"
488091,384482,0.36927447,Sanoin Tuonen vanhemmille.,"Mie juoksin aian pääl,"
1298518,958992,0.7378648,kalamies mull kaloi annoi,"Kalamiehet miul kalloi,"
1058793,133842,0.21004201,"15 Syvän synnin tietäjäksi,","- Kirveillä siellä keitettiin,"
662062,143412,0.17782168,"Sopikkaha luojan sormet,","Vanhat ukot uunin piällä#3,"
993010,379054,0.25537694,"25 Keltaheinälle kerinnyt,",Venäläinen verikoira
97952,1348303,0.31819806,"Nuku, kun mie nukuttelen,","[Kunne] aivottu asunen,"
698916,982830,0.09695723,"väsy väsy västäräkki,","Tahi häntä pieksetää, pyntätää,"
992593,982695,0.07868895,"västäräkki vääräsääri,",Minä liikkiön koiralle.
816482,1124793,0.44861767,Minä kuuseen kupasin:,"Nuku, nuku, kun minä nukutan,"
1058692,992596,0.46464187,Kotka mulle siipees anto,koira mulle siipilinnun haukku
1318828,828342,0.51639783,Katehen konnan etehen.,katteen nenän#1 ett(i)een!
357896,828034,0.19245009,Piästä piälline Jumala!,"Päältä metsän pää näkyy,"
445164,1351865,0.28074497,"10 kuoli isä, kuoli äiti,","Heitti kiuruksi kivoille,"
15728,380255,0.19564639,"Virsi loppu, t[ie] sok[eni],",Kunne lumi#2 liukuome?#3
121275,1287975,0.09723057,"Väsy, väsy, väistäräkki,","40 Kirkko tiellä kiireheksen,"
1089573,406814,0.5717934,Kala-mies miulle kaloja;,15 Minä kaakun kalamiähelle.
655906,655923,0.8571428,"5 Koivunoksalle kotisi,","Koivu'oksalle kottiis,"
120730,1298435,0.32102895,"Sauva minun tielle saattoi,",Tahtoi milmakin tappaa.
180557,1299187,0.4119532,"Kalamies minulle kalaset,","Mie pahkilan halonvetäjälle,"
1058843,992694,0.92295796,Minä jyvät possun suuhun.,"20 Minä jyvät possan[!] suuhun,"
993025,1059090,0.85813665,"Kalamies mulle kaloja anto,",Kalamiehet mulle kapan kaloja anto
939297,1058713,0.2909287,"Sitten lensin lepikköön,",10 toi sisarelles sinise lamppa
1125210,968700,0.73294085,minä leivän kalamiehell.,"Minä kakun kalamiehille,"
655862,944695,0.8374359,"Koivun oksalle kotosi,","Koivun oksall kotisi,"
1002906,655922,0.7893523,"Kaalimaalle kartanosi,","Kalliolle kartanos,"
1116238,1001493,0.26666665,Neula lastun kuoren alla.,Rajun rinnan rastahalta.
959828,1118496,0.079745226,"Väsy, väsy, västäräkki!",vasika vet kanno
982756,938968,0.211341,"Silmä on tuol' lähteen keskel',",teep pellollep pesäsi
1125211,928302,0.80119264,"Kalamies anto mulle kaloja,",Kalamiehet mulle kaloja;
1089333,1374311,0.8427007,"Leppä mulle sauvan antoi,","Puu mulle sauvan antoi,"
993010,482454,0.4907165,"Veikkoińi on veteliijäin,",Venäläinen verikoira
959921,410988,0.3535534,Sota-miehet sormikkaasta.,"isou̯_u̯asikau̯_u̯et̄ä kan̄o,"
